sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,average_flit_latency,packets_received::total,packets_injected::total
2b,mixed,coh,ns_s_latop_64r,9evns_12vcs_64cpus_4xdirs_4.0GHz,0_02,5745.413158,5804.125088,10983047.0,10983075.0
2b,mixed,coh,ns_s_latop_64r,9evns_12vcs_64cpus_4xdirs_4.0GHz,0_06,6086.229815,6197.28882,32944971.0,32945068.0
2b,mixed,coh,ns_s_latop_64r,9evns_12vcs_64cpus_4xdirs_4.0GHz,0_1,6734.088338,6977.46786,54907197.0,54907367.0
2b,mixed,coh,ns_s_latop_64r,9evns_12vcs_64cpus_4xdirs_4.0GHz,0_14,8792.567591,9915.750914,76891296.0,76891606.0
2b,mixed,coh,ns_s_latop_64r,9evns_12vcs_64cpus_4xdirs_4.0GHz,0_04,5895.552171,5975.409589,21967704.0,21967760.0
2b,mixed,coh,ns_s_latop_64r,9evns_12vcs_64cpus_4xdirs_4.0GHz,0_08,6347.306871,6506.746633,43930138.0,43930269.0
2b,mixed,coh,ns_s_latop_64r,9evns_12vcs_64cpus_4xdirs_4.0GHz,0_12,7376.453629,7806.588396,65898587.0,65898837.0
2b,mixed,coh,ns_s_latop_64r,9evns_12vcs_64cpus_4xdirs_4.0GHz,0_16,14090584.464389,30941213.410109,86034660.0,86035488.0
2b,mixed,coh,ns_s_latop_64r,9evns_12vcs_64cpus_4xdirs_4.0GHz,0_18,24659263.466106,58621935.94674,91000342.0,91001139.0
2b,mixed,coh,ns_s_latop_64r,9evns_12vcs_64cpus_4xdirs_4.0GHz,0_01,5680.713366,5731.193754,5492874.0,5492892.0
2b,mixed,coh,ns_s_latop_64r,9evns_12vcs_64cpus_4xdirs_4.0GHz,0_13,7907.453698,8549.496835,71396000.0,71396203.0
2b,mixed,coh,ns_s_latop_64r,9evns_12vcs_64cpus_4xdirs_4.0GHz,0_05,5984.706273,6078.737033,27456617.0,27456697.0
